GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US11362,11362,ZCTA5 11362,7068,192,4734,256,3777,280,2334,258,5.2,2.2,3.3,2.4,2.6,2.2,9.0,4.2,2.3,1.4,0.0,0.6,0.0,0.8,7.0,4.0,5.1,1.6,4.1,1.8,2.5,1.8,8.1,3.0,9.5,2.6,5.3,2.6,5.7,3.4,17.2,5.7,6.1,2.0,4.6,2.0,4.7,2.3,9.1,4.6,15.3,3.2,16.7,3.6,16.2,4.6,14.8,5.1,16.8,3.0,16.2,3.9,16.2,4.5,17.9,4.2,21.2,3.3,24.4,4.2,24.4,5.0,13.0,5.2,10.2,2.3,13.6,3.3,16.2,4.1,3.2,1.9,8.4,2.0,11.8,2.8,11.5,3.3,0.7,0.8,86758,5605,99684,6539,(X),(X),49713,7925,99502,7386,118587,10042,N,N,58199,5051,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
8600000US11363,11363,ZCTA5 11363,2649,128,2026,154,1725,160,623,115,2.3,1.4,1.9,1.8,1.7,2.0,3.9,3.8,0.6,0.6,0.0,1.5,0.0,1.7,2.4,2.6,5.9,2.4,4.0,2.6,4.2,3.0,12.0,5.8,4.9,2.5,5.3,3.2,4.8,2.8,3.7,3.3,11.8,3.7,11.5,4.8,9.9,4.5,12.7,6.1,16.5,4.4,13.8,5.0,12.3,5.7,25.0,10.2,16.6,4.7,15.6,5.2,14.7,5.2,19.9,9.4,19.1,5.1,21.0,6.1,22.1,6.7,13.2,6.4,8.9,3.1,10.3,3.8,11.8,4.3,4.5,3.9,13.3,2.8,16.5,3.8,18.5,4.5,2.7,2.9,89219,9590,96937,8135,104344,10126,62344,14730,121953,16684,137311,20841,N,N,71619,11115,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X)
8600000US11364,11364,ZCTA5 11364,13205,260,9029,431,7258,426,4176,331,4.3,1.0,2.2,1.0,1.0,0.7,8.9,2.3,4.0,1.2,3.4,1.3,3.1,1.2,5.3,2.1,9.2,1.8,6.3,1.8,6.1,2.0,15.6,4.3,6.8,1.4,6.0,1.5,4.2,1.3,9.2,3.6,9.4,1.6,9.7,2.0,9.9,2.3,9.1,2.7,18.2,2.7,17.3,3.0,17.2,3.3,20.3,4.7,13.4,2.1,13.8,2.4,12.8,2.5,13.3,3.7,18.8,2.3,21.1,3.1,23.3,3.5,13.7,3.5,8.7,1.8,10.8,2.2,11.2,2.3,2.9,2.0,7.1,1.4,9.5,1.8,11.3,2.3,1.5,1.1,72477,4878,85600,5689,93640,7796,52289,7673,88789,3920,100513,4948,N,N,60279,6004,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X)
8600000US11365,11365,ZCTA5 11365,15764,384,11286,540,8359,554,4478,546,8.6,2.1,6.9,2.6,4.1,2.7,12.9,4.0,4.3,1.4,2.8,1.3,1.9,1.3,8.8,3.7,10.3,2.1,7.4,2.1,6.3,2.6,18.1,4.8,9.3,2.2,7.7,2.2,8.2,3.1,13.6,5.7,10.3,1.8,8.7,2.1,8.6,2.4,13.7,4.3,17.0,3.0,19.5,3.9,18.8,4.5,13.0,4.2,13.4,2.1,15.5,2.7,17.0,3.3,8.0,2.6,14.8,2.8,15.7,3.1,17.0,3.7,9.8,4.3,6.7,1.3,8.6,1.8,10.1,2.4,1.4,1.1,5.3,1.2,7.0,1.6,7.9,2.1,0.6,0.6,59520,5334,71306,6685,(X),(X),32959,4947,79166,5979,90513,7637,N,N,46436,5473,46.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.2,(X)
8600000US11366,11366,ZCTA5 11366,4191,229,3232,255,2678,273,959,142,6.8,2.2,2.8,1.6,2.2,1.6,20.4,6.7,3.1,1.3,1.7,1.1,1.4,1.2,7.8,4.1,6.7,2.2,4.1,2.2,3.4,2.3,15.5,5.8,7.0,2.5,7.7,2.7,9.1,3.3,8.6,4.0,9.3,2.8,9.1,2.8,8.0,3.4,10.7,6.3,18.2,3.5,20.1,4.3,18.4,4.7,11.8,6.5,12.4,3.3,13.7,4.0,14.2,4.7,8.6,4.6,16.8,3.3,18.9,3.4,20.3,4.3,10.3,5.2,10.1,2.7,11.2,3.3,12.1,3.7,0.8,1.4,9.6,2.0,10.7,2.3,10.8,2.7,5.4,5.1,72486,6760,79878,10598,(X),(X),31758,9911,93774,6425,102163,7669,N,N,57885,15271,43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.5,(X)
8600000US11367,11367,ZCTA5 11367,14644,335,10399,452,7758,505,4245,467,7.1,1.8,4.4,1.8,2.3,1.0,13.9,3.9,5.4,1.5,3.4,1.0,2.9,1.4,10.3,4.0,10.3,1.9,8.8,2.2,6.4,2.1,15.1,4.0,9.1,2.2,8.6,2.5,9.5,3.0,10.9,4.1,11.3,1.9,11.4,2.4,10.1,2.6,10.6,3.4,19.7,2.6,20.4,3.2,19.0,3.7,17.7,4.1,11.1,1.9,12.3,2.2,12.5,2.6,10.3,3.6,15.2,2.2,18.6,2.8,21.7,3.4,4.9,2.2,7.2,1.7,7.7,2.3,9.9,3.1,4.5,2.9,3.8,1.0,4.4,1.3,5.8,1.7,1.9,1.6,56557,4099,66023,4553,74816,7382,34141,9166,73718,3872,82047,4455,N,N,49956,6519,50.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),53.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.8,(X)
8600000US11368,11368,ZCTA5 11368,29095,488,22232,685,11417,716,6863,549,7.2,1.1,6.6,1.3,1.8,0.8,17.7,4.1,4.7,1.0,4.7,1.2,3.7,1.3,8.1,2.5,12.7,1.4,14.3,1.7,11.7,1.8,15.6,3.3,12.9,1.3,13.6,1.6,12.0,2.1,12.7,3.5,18.4,1.6,17.7,1.8,18.5,2.6,19.0,4.3,18.5,1.9,19.7,2.1,23.4,3.4,11.5,2.8,12.2,1.6,11.0,1.7,12.3,2.4,9.5,2.9,10.2,1.2,10.1,1.5,13.2,2.4,4.4,1.9,2.0,0.5,1.5,0.5,1.7,0.8,1.0,0.8,1.2,0.4,0.9,0.4,1.6,0.8,0.4,0.6,45004,1629,43746,1862,51753,1984,30105,3827,55919,1869,54143,2076,62859,2818,39999,3139,54.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),51.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.2,(X)
8600000US11369,11369,ZCTA5 11369,11482,273,8121,387,4910,312,3361,280,7.0,1.3,4.4,1.4,2.7,1.3,15.0,3.7,3.6,1.1,3.2,1.3,1.5,1.2,5.8,2.2,11.3,1.7,11.1,2.2,8.9,2.4,14.0,3.4,10.9,1.9,10.1,2.3,9.1,2.6,13.2,3.5,15.6,1.8,15.7,2.1,16.4,2.5,16.6,4.0,17.4,2.3,18.7,2.4,20.9,3.0,14.4,4.0,14.9,1.7,16.2,2.1,18.1,2.9,9.5,2.5,11.4,1.6,12.6,1.8,12.6,2.3,6.8,2.8,5.6,1.3,6.0,1.7,7.3,2.4,2.7,2.0,2.1,0.7,2.0,0.8,2.5,1.1,1.8,1.5,52310,4675,57913,3245,62847,5970,36357,4150,67171,3373,70760,4453,78380,6406,49572,5054,55.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.9,(X)
8600000US11370,11370,ZCTA5 11370,8809,291,6459,361,4768,400,2350,315,8.0,2.0,6.4,2.2,2.9,1.5,15.4,5.5,5.8,2.4,5.2,2.6,3.5,2.0,8.3,4.4,10.0,2.1,8.2,2.2,7.2,2.5,15.1,5.3,9.4,2.4,11.3,3.1,12.2,3.9,6.5,3.4,13.1,2.5,11.2,2.7,9.5,3.0,17.3,6.2,14.1,2.9,15.3,3.3,14.3,3.6,10.8,4.0,14.0,2.6,13.4,3.0,14.9,3.9,12.0,4.3,15.7,2.9,17.8,3.4,21.2,4.5,9.6,5.1,6.2,1.9,7.0,2.5,9.5,3.3,2.9,2.3,3.7,1.6,4.1,1.9,4.8,2.2,2.2,2.5,53427,4549,57221,9565,(X),(X),37393,5944,75046,9658,81512,12911,N,N,51143,7709,47.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),45.5,(X)
8600000US11371,11371,ZCTA5 11371,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US11372,11372,ZCTA5 11372,24793,447,14030,652,8283,538,10763,630,6.5,1.3,2.7,1.2,1.2,1.0,12.2,2.6,4.5,1.1,3.8,1.2,2.6,1.5,6.3,1.9,14.0,1.9,15.3,3.1,12.7,3.3,15.1,2.8,12.8,1.8,14.1,2.4,12.6,2.9,11.5,2.5,11.8,1.7,13.0,2.8,12.0,2.7,11.9,2.2,21.2,2.0,19.8,2.6,17.8,3.5,21.1,3.3,12.2,1.9,12.4,2.7,15.2,3.7,9.8,2.5,10.6,1.6,11.7,2.2,15.2,3.4,8.1,2.1,3.3,0.9,4.5,1.3,7.3,2.1,1.5,1.1,3.0,0.7,2.6,1.0,3.3,1.3,2.5,1.1,50485,3478,51979,5847,62056,3247,42794,5990,63963,2942,66590,3954,N,N,54349,4792,40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.7,(X)
8600000US11373,11373,ZCTA5 11373,31351,538,21922,682,14149,622,9429,560,8.2,0.9,4.4,0.8,3.6,0.9,18.4,2.8,6.3,0.9,5.1,1.0,4.3,1.1,10.6,2.0,12.0,1.4,13.0,1.5,11.6,1.9,12.2,2.5,10.7,1.2,11.4,1.5,12.7,1.9,10.7,2.5,15.0,1.2,15.8,1.6,16.1,1.9,13.6,2.6,20.2,1.6,21.2,1.9,20.2,1.9,16.4,3.1,9.9,1.1,11.0,1.3,11.8,1.9,6.4,1.7,11.0,1.0,11.3,1.2,11.9,1.7,8.4,2.0,3.5,0.7,3.4,0.8,3.9,1.1,1.8,0.9,3.3,0.7,3.4,0.9,3.8,1.1,1.6,1.0,47588,1889,50210,1737,51525,2786,33431,3532,62616,2225,65460,2566,N,N,45637,3333,47.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.5,(X)
8600000US11374,11374,ZCTA5 11374,19483,470,10426,537,7428,519,9057,579,9.7,1.5,3.1,1.1,2.1,0.9,17.3,3.1,5.7,1.3,4.9,1.4,5.6,2.2,7.0,1.9,11.3,1.7,10.6,2.1,8.2,2.2,12.2,2.8,8.6,1.3,8.2,2.1,6.3,2.0,9.3,2.0,13.1,2.1,12.9,2.6,12.4,2.8,13.6,3.1,13.9,1.8,10.9,1.8,11.3,2.1,16.5,3.2,13.4,2.0,14.8,3.0,13.8,3.0,11.9,2.7,14.7,1.9,21.0,3.0,23.9,3.6,8.8,2.5,5.9,1.0,7.9,1.6,9.0,2.3,2.1,1.0,3.8,1.0,5.7,1.6,7.4,2.1,1.3,0.8,52132,4161,73939,6878,82351,9386,40039,5501,70852,3754,87321,6002,96119,7326,50342,3860,40.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.1,(X)
8600000US11375,11375,ZCTA5 11375,32272,445,17113,679,13950,662,15159,701,5.8,0.8,2.4,0.7,1.2,0.5,9.7,1.7,3.8,0.8,1.6,0.6,1.3,0.6,6.4,1.6,7.8,1.1,4.8,1.2,3.9,1.2,11.2,1.8,6.1,1.1,5.8,1.2,5.4,1.2,6.7,1.5,9.9,1.2,7.9,1.5,6.6,1.4,12.8,2.2,18.1,1.7,15.9,2.0,15.4,2.4,20.4,2.4,13.2,1.3,12.3,1.8,12.0,1.9,14.0,2.2,17.5,1.3,22.6,2.2,23.4,2.6,11.7,1.6,9.0,1.0,12.7,1.5,14.6,1.8,4.4,1.2,8.8,1.1,14.1,1.7,16.3,2.0,2.8,0.9,72414,3322,98549,5264,108362,5000,52423,2790,95909,3548,121496,4895,N,N,65946,3827,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
8600000US11377,11377,ZCTA5 11377,31455,523,20259,650,13508,581,11196,555,6.2,0.9,4.4,1.1,2.3,0.9,11.2,2.2,4.4,0.9,3.1,1.0,2.8,1.2,7.3,1.7,10.8,1.3,10.8,1.8,9.9,2.0,14.1,2.3,11.9,1.3,12.3,1.6,11.0,1.9,12.3,2.5,16.0,1.3,16.7,1.5,15.4,2.1,15.1,2.8,20.7,1.4,20.9,2.1,21.3,2.8,19.4,2.5,11.1,1.0,11.6,1.5,13.1,1.9,7.9,1.3,11.9,1.3,12.7,1.8,14.8,2.4,7.9,1.5,3.9,0.7,4.1,0.8,5.4,1.1,2.4,0.9,3.0,0.7,3.3,0.9,3.9,1.2,2.3,1.1,50436,1331,52284,2346,58829,3954,38122,3381,64842,2091,67967,2538,74866,3186,52283,3620,45.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.6,(X)
8600000US11378,11378,ZCTA5 11378,12411,274,7328,381,5112,320,5083,325,9.5,1.6,4.2,1.2,1.6,0.7,18.9,3.0,4.6,1.1,1.6,0.7,1.2,0.8,9.3,2.6,9.6,1.6,7.1,1.6,3.8,1.4,13.9,2.8,8.6,1.4,6.4,1.5,5.3,1.5,11.9,2.8,12.5,1.5,12.0,1.9,11.1,2.3,12.8,2.5,19.2,1.7,22.1,2.5,21.6,2.9,15.2,2.8,13.2,1.7,15.0,2.2,17.7,2.7,9.2,2.2,12.5,1.4,16.7,1.8,18.7,2.2,5.9,1.7,5.9,1.0,9.3,1.7,11.6,2.3,1.3,0.8,4.4,1.0,5.6,1.4,7.3,2.0,1.7,1.1,57127,3509,70833,2723,81790,4544,29733,4619,74249,4297,92332,6371,N,N,44272,3466,53.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),55.5,(X)
8600000US11379,11379,ZCTA5 11379,13528,299,8927,349,6689,343,4601,331,5.9,1.1,4.2,1.1,2.9,1.1,11.0,2.9,3.5,1.0,2.1,1.0,1.5,0.8,6.0,2.1,8.6,1.5,5.0,1.1,4.4,1.2,16.5,3.4,8.5,1.2,7.3,1.4,6.2,1.5,10.7,2.8,10.5,1.6,9.2,1.8,8.6,2.1,13.5,3.1,14.9,1.6,13.9,1.8,12.3,1.7,17.5,3.2,14.7,1.6,16.0,2.0,16.1,2.1,11.4,3.1,21.0,1.8,25.6,2.4,28.3,3.1,11.5,2.2,8.2,1.0,11.1,1.6,12.6,2.1,1.2,0.7,4.3,0.9,5.7,1.2,7.2,1.6,0.7,0.7,71551,1992,86117,3300,96581,5921,42461,4830,83602,3029,97496,3847,N,N,50835,3372,51.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),52.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.1,(X)
8600000US11385,11385,ZCTA5 11385,34937,455,24146,647,15622,651,10791,561,8.6,0.9,6.3,1.0,3.2,0.9,15.6,2.0,4.1,0.6,2.5,0.5,1.9,0.7,8.4,1.5,11.5,1.1,9.4,1.3,6.7,1.3,17.4,2.6,8.0,0.8,8.3,1.1,6.7,1.1,8.2,1.4,13.0,1.2,13.5,1.4,13.2,1.9,13.8,1.8,17.3,1.3,19.5,1.6,19.5,2.0,13.0,1.8,14.7,1.3,15.5,1.5,18.3,2.0,9.3,1.8,15.0,1.2,16.6,1.3,19.5,2.0,10.4,2.1,4.6,0.8,5.2,0.9,6.4,1.1,2.6,1.0,3.0,0.6,3.4,0.7,4.5,1.0,1.3,0.7,55331,2778,61769,2259,73397,2922,35300,3917,69571,2252,74474,2467,84476,3004,50203,3739,67.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),68.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),64.7,(X)
8600000US11411,11411,ZCTA5 11411,6022,183,4614,210,2682,191,1408,160,3.5,1.1,1.3,0.8,0.8,0.7,11.2,3.6,1.1,0.5,0.4,0.4,0.3,0.5,3.4,1.7,6.4,1.5,3.3,1.2,2.9,1.6,18.1,5.7,7.2,2.1,5.2,1.9,3.4,1.7,13.9,5.5,10.0,1.6,8.9,1.8,5.3,1.7,13.3,5.0,19.2,2.4,19.1,2.7,16.3,3.5,21.1,5.4,12.9,1.9,15.3,2.3,15.2,2.9,6.5,2.8,23.6,2.2,28.3,2.4,31.6,3.6,7.7,3.6,10.7,1.7,11.9,2.2,16.0,3.1,3.4,2.7,5.4,1.4,6.2,1.7,8.3,2.5,1.4,1.1,81149,6037,92377,5358,107213,8252,40882,6635,93447,4151,102820,4280,N,N,54687,6981,48.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
8600000US11412,11412,ZCTA5 11412,10871,263,8677,293,4187,279,2194,230,4.2,0.9,2.5,0.8,0.2,0.2,11.2,3.1,3.4,0.8,2.6,1.0,1.4,1.0,7.0,2.7,8.3,1.2,6.2,1.2,2.5,0.9,18.4,4.5,7.1,1.2,5.8,1.1,4.5,1.5,14.1,3.5,11.0,1.6,11.1,1.8,7.9,2.0,12.3,3.4,18.4,2.1,19.1,2.1,18.1,2.8,19.1,4.2,16.1,1.7,17.9,1.7,18.6,3.1,11.6,3.9,20.0,1.9,22.5,2.4,29.4,3.5,5.7,2.6,7.3,1.3,7.9,1.5,11.9,2.4,0.5,0.5,4.2,1.0,4.5,1.2,5.3,1.9,0.3,0.4,72458,3022,78200,3220,95615,5817,34519,3869,82631,3211,88171,3544,N,N,46590,5143,48.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X)
8600000US11413,11413,ZCTA5 11413,12339,302,9805,357,5091,373,2534,309,3.3,0.9,1.8,0.7,0.8,0.6,9.8,3.2,3.2,1.0,1.6,0.8,0.9,0.6,9.5,3.3,5.8,1.3,4.9,1.4,2.5,1.2,9.2,3.4,6.5,1.3,5.4,1.3,2.6,1.2,13.0,3.9,10.3,1.5,11.2,1.8,8.2,1.8,12.1,3.5,16.4,1.7,16.0,1.9,15.2,3.3,20.2,3.9,16.3,2.1,18.0,2.4,17.6,3.2,10.3,3.1,20.5,2.2,21.9,2.6,24.7,4.3,11.4,3.8,11.8,1.8,13.2,2.1,18.5,3.4,2.3,1.8,5.8,1.1,6.0,1.3,9.0,2.3,2.2,1.3,81287,3054,86444,4193,104523,6815,44205,4382,92538,3133,97818,3577,N,N,58660,5906,54.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),57.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.1,(X)
8600000US11414,11414,ZCTA5 11414,10654,332,7900,403,5536,456,2754,335,5.0,1.8,2.8,1.4,1.5,1.1,12.6,5.5,5.6,2.1,2.6,1.4,1.9,1.5,16.5,6.9,7.0,1.8,4.6,1.5,3.4,2.0,13.2,4.3,7.1,2.0,7.1,2.4,4.2,1.8,9.0,4.4,12.0,2.5,12.0,2.8,11.4,3.1,10.6,4.5,17.5,3.2,15.2,3.6,16.1,3.6,22.8,7.1,14.4,3.2,17.2,3.9,17.3,4.4,7.8,4.1,14.9,2.6,18.7,3.2,21.4,4.4,5.2,3.0,9.8,2.3,11.0,2.6,13.6,3.4,1.9,1.8,6.7,2.1,8.8,2.9,9.3,3.1,0.4,0.7,68374,7395,83036,6053,91436,7268,34017,8439,88917,7761,102812,9386,N,N,43295,5896,47.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),49.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.8,(X)
8600000US11415,11415,ZCTA5 11415,8250,309,4489,351,3385,325,3761,304,5.1,1.5,3.4,2.0,1.9,1.6,7.0,2.2,4.2,1.2,2.0,1.1,1.1,0.7,7.3,2.4,10.3,1.8,9.4,2.7,8.0,2.9,12.7,3.1,7.0,1.9,5.1,2.1,4.3,2.2,9.6,3.0,10.3,2.1,8.6,2.6,7.6,2.6,12.3,2.9,22.5,2.9,24.1,4.7,23.1,5.4,21.1,3.7,12.5,2.2,11.2,2.6,11.9,3.3,13.9,3.8,15.5,2.6,18.2,3.5,20.8,4.5,10.3,3.2,7.3,1.9,9.9,3.1,12.5,4.0,4.7,2.2,5.3,1.3,8.1,2.1,8.9,2.2,1.0,0.6,63756,3129,70887,6972,89875,14244,50938,6157,80334,3946,92655,6182,N,N,59625,4524,46.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),45.0,(X)
8600000US11416,11416,ZCTA5 11416,7134,207,5733,224,3556,206,1401,177,6.4,1.6,6.8,1.7,1.5,1.0,12.1,5.5,3.0,0.9,2.9,1.2,1.8,1.1,6.9,3.4,12.0,2.1,8.0,2.0,6.1,2.2,26.1,6.3,8.5,2.2,8.5,2.1,6.3,2.3,9.3,4.3,13.7,2.2,14.0,2.5,15.1,3.3,11.6,4.1,18.9,2.2,20.9,2.5,19.8,3.2,13.5,5.0,14.2,2.1,14.6,2.5,16.8,3.3,7.3,3.0,13.8,2.0,14.4,2.5,20.3,3.7,7.3,3.5,5.4,1.4,5.4,1.3,6.6,1.7,4.5,2.7,4.1,1.2,4.5,1.5,5.6,2.0,1.5,1.5,58392,4491,61456,4232,74077,4962,27168,7454,72849,3346,75191,3793,N,N,51559,7589,66.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),69.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),51.2,(X)
8600000US11417,11417,ZCTA5 11417,9450,283,7572,333,5213,342,1878,227,6.3,1.4,4.6,1.3,2.6,1.2,17.7,4.9,4.7,1.2,3.7,1.4,2.8,1.5,10.2,3.6,10.2,2.0,10.1,2.2,8.5,2.2,14.0,4.5,5.4,1.3,6.2,1.6,4.9,1.7,5.1,2.3,11.1,1.7,11.0,2.0,11.1,2.4,13.8,4.5,20.9,2.4,19.3,2.5,18.4,3.2,21.6,5.3,13.6,2.2,14.2,2.4,15.2,3.3,10.2,4.8,16.3,2.4,18.5,2.9,22.0,3.8,3.9,2.6,6.4,1.4,7.3,1.7,8.2,2.3,1.3,1.0,5.0,1.4,5.3,1.5,6.3,2.2,2.1,2.8,62057,3621,68459,3910,79045,6657,38355,8543,79020,3952,83479,4430,N,N,46955,8481,59.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),61.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.2,(X)
8600000US11418,11418,ZCTA5 11418,11371,380,8806,382,6006,356,2565,285,6.6,1.2,5.6,1.3,3.5,1.3,13.0,3.5,4.8,1.1,4.7,1.3,4.0,1.6,6.4,2.0,7.7,1.3,8.7,1.7,6.0,1.6,8.6,2.7,8.6,1.5,9.5,1.9,9.9,2.2,6.6,2.0,11.6,1.8,12.6,1.9,12.2,2.2,10.5,3.3,21.4,2.2,19.4,2.4,18.8,2.7,25.2,5.5,14.1,1.6,12.7,1.7,12.6,1.6,14.6,3.4,16.1,2.2,17.0,2.4,20.5,3.2,11.2,3.7,5.8,1.1,6.5,1.3,8.1,1.8,1.6,1.3,3.3,0.8,3.4,0.9,4.3,1.2,2.3,1.3,61480,2293,60582,2972,68810,4890,53849,4454,73486,2824,74181,3071,82826,4172,58766,4708,59.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),61.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.6,(X)
